"","id","municipality","wave","year","firsttreat","sep_rate","log_totwaste","log_residual","population","left","young","old","tertiary","tourism"
"2106",904,"VILADECAVALLS",5,2011,0,39.39,6.1901924474744,5.68953021604446,7376,0.589068322981366,0.192160611854684,0.0945096968041519,37.2,0
"2107",904,"VILADECAVALLS",6,2013,0,37.96,6.11015827906569,5.63275969517133,7397,0.589068322981366,0.192160611854684,0.0945096968041519,37.2,0
"2108",904,"VILADECAVALLS",7,2014,0,41.21,6.09700629634201,5.56582222438342,7395,0.589068322981366,0.192160611854684,0.0945096968041519,37.2,0
"2109",904,"VILADECAVALLS",8,2016,0,43,6.12472715361275,5.56263295442044,7354,0.589068322981366,0.192160611854684,0.0945096968041519,37.2,0
"2110",904,"VILADECAVALLS",9,2018,0,42.32,6.16974589553113,5.61967893054789,7480,0.589068322981366,0.192160611854684,0.0945096968041519,37.2,0
"2111",904,"VILADECAVALLS",10,2020,0,47.845,6.28830455734453,5.63769360778214,7545,0.589068322981366,0.192160611854684,0.0945096968041519,37.2,0
"2112",904,"VILADECAVALLS",11,2022,0,48.87,6.18802795556685,5.51748597472107,7644,0.589068322981366,0.192160611854684,0.0945096968041519,37.2,0
"2113",910,"VILAJUÏGA",4,2009,0,58.7,6.29225409011131,5.40786668262319,1149,0.625222024866785,0.177545691906005,0.170583115752829,28.2,75
"2114",910,"VILAJUÏGA",5,2011,0,76.805,5.93965796311512,4.51728257578273,1166,0.625222024866785,0.177545691906005,0.170583115752829,28.2,75
"2115",910,"VILAJUÏGA",6,2013,0,66.69,5.88407419494746,4.78475576296317,1220,0.625222024866785,0.177545691906005,0.170583115752829,28.2,75
"2116",910,"VILAJUÏGA",7,2014,0,75.59,6.10896976639919,4.67261201373488,1190,0.625222024866785,0.177545691906005,0.170583115752829,28.2,75
"2117",910,"VILAJUÏGA",8,2016,0,72.72,6.08828494958811,4.78348721242354,1155,0.625222024866785,0.177545691906005,0.170583115752829,28.2,75
"2118",910,"VILAJUÏGA",9,2018,0,73.525,6.24247275844532,4.90854891460232,1112,0.625222024866785,0.177545691906005,0.170583115752829,28.2,75
"2119",910,"VILAJUÏGA",10,2020,0,69.96,6.35630729354571,5.15360511841292,1116,0.625222024866785,0.177545691906005,0.170583115752829,28.2,75
"2120",910,"VILAJUÏGA",11,2022,0,69.415,6.22114667526177,5.0359427370718,1142,0.625222024866785,0.177545691906005,0.170583115752829,28.2,75
"2121",915,"VILALLONGA DEL CAMP",4,2009,5,38.4,6.11543948442518,5.63869786949688,1889,0.581932773109244,0.155108523028057,0.131815775542615,34.8,14
"2122",915,"VILALLONGA DEL CAMP",5,2011,5,41.67,5.95042117391861,5.41006540281502,2181,0.581932773109244,0.155108523028057,0.131815775542615,34.8,14
"2123",915,"VILALLONGA DEL CAMP",6,2013,5,45.63,5.96929562233692,5.3599459807638,2237,0.581932773109244,0.155108523028057,0.131815775542615,34.8,14
